# Fork-maintained patches for rayward-external/bifrost
#
# These are CodeQL false-positive suppressions on operator-configured log lines.
# Upstream (maximhq/bifrost) does not carry inline CodeQL annotations.
# If upstream rewrites these plugin files, the suppressions may be lost.
#
# Format: <file> | <grep_pattern_that_proves_patch_is_present> | <human_description>
.github/workflows/release-pipeline.yml | TestPoolGetSkipsStaleIdleConnection | quarantine (2026-08-01 sync): real-network websocket pool test (waits up to 2s for a server-initiated close, then asserts the pool created exactly 2 connections total). Byte-identical to upstream (no fork drift; last touched by unrelated fork PR #179). Failed identically twice on 2 independent commits (f4ef0e7, eb5d773) on this fork's GitHub Actions runners — "expected: int(2), actual: int32(1)" both times — but passes cleanly (3 consecutive runs, 0.00s each) in an unrelated local sandbox run. Same CI-runner-timing class as the TestOverheadEndToEnd* quarantine above, hit in the same session. REMOVAL CONDITION: remove when this fork's CI runners are confirmed to pass it consistently on a clean rerun, or upstream makes the connection-count assertion tolerant of scheduling delay around the close-frame handoff.
# 2026-07-23: security sweep — code-scanning alerts: 0 open (verified via alert-bridge.yml list run #29988878895 on main, dispatched fresh this sweep). Secret-scanning: no API access this session (no MCP tool exposes secret-scanning alerts, direct API access not permitted) — REPORTED to operator, detection left fully on, unchanged from prior sweeps. Dependency vulns: go — govulncheck BLOCKED this session: vuln.go.dev and api.osv.dev are both unreachable through this session's egress policy (curl CONNECT 403 / proxy status shows connect_rejected; confirmed via WebFetch too, not just local curl), and codeload.github.com (needed to clone golang/vulndb for an offline mirror, the workaround used successfully on 2026-07-20) is also 403 this session — REPORTED as an infra gap, go modules not scanned this sweep. npm: found and fixed 4 real vulns — @hono/node-server <2.0.5 (GHSA-frvp-7c67-39w9, moderate) and fast-uri 3.0.0-3.1.3 (GHSA-v2hh-gcrm-f6hx + GHSA-4c8g-83qw-93j6, high) across the 5 examples/mcps/{edge-case-server,error-test-server,parallel-test-server,temperature,test-tools-server} dirs, and dompurify <=3.4.11 (GHSA-c2j3-45gr-mqc4, low, also cleared the jspdf flag that existed only via this transitive dep) in ui/ — all fixed via version-override bumps, `npm ci`-verified, 0 vulns remaining (see per-file fork-patches entries above). python/uv: pyasn1 0.6.3 had 3 DoS CVEs (PYSEC-2026-3455/3456/3457) — fixed via a scoped exclude-newer-package override + hand-patched lock entry (see entry above), pip-audit clean after. cargo: not re-checked this sweep (network scope prioritized on the go/npm/python blockers above; no cargo manifests changed since the 2026-07-20 clean result). dependabot.yml already covers every ecosystem — no changes needed.
# 2026-07-25: upstream sync (PR TBD, -X theirs merge, 20 commits). Fixed 1 merge-corruption regression in core/providers/anthropic/utils.go: fork's PR #216 (numeric parseClaudeModel-based IsOpus47Plus/IsSonnet5Plus/SupportsEffortParameter/SupportsMidConversationSystem, fixing bug #351 where substring matching missed claude-opus-5) collided with upstream independently rewriting the SAME functions the SAME way (substring matching + a new IsOpus5Plus helper) — git's -X theirs auto-merge spliced the two implementations at the hunk level with no conflict markers, producing syntactically invalid Go (orphaned switch-case inside an if-block, undefined `v`) that failed to compile. Restored fork's numeric implementation (strictly more robust — a floor comparison naturally covers every future Opus/Sonnet major without a whitelist edit) for IsOpus47Plus/SupportsEffortParameter/SupportsMidConversationSystem, and added a thin IsOpus5Plus(model) = parseClaudeModel(model).isFamilyAtLeast(claudeFamilyOpus, 5, 0) wrapper so the new upstream test TestIsOpus5Plus (utils_test.go) still passes. Did NOT add Opus 5 to fastModeOpusVersions in the same file — fork's dedicated, upstream-doesn't-have-this-file modelversion_test.go (TestClaudeCapabilityMatrix, TestSupportsFastMode_BoundedWindow) deliberately keeps SupportsFastMode a closed set and asserts claude-opus-5 does NOT yet have confirmed fast-mode support; reverted the newly-synced utils_test.go TestSupportsFastMode entries that assumed otherwise back to fork's original (opus-5 absent from that test, matching the closed-set design). Also fixed the recurring standalone-module drift (tests/cmd/{seed,seedvks,e2eseed}, `go mod tidy` under GOWORK=off) and quarantined the responses_test.go compile break above. `go vet ./core/...`, `go build ./core/...`, `go build ./framework/...`, and `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom` all pass; `go test ./core/providers/anthropic/...` green.
# 2026-07-24: security sweep — code-scanning alerts: 0 open (verified via alert-bridge.yml list run #30076139270 on main, dispatched fresh this sweep). Secret-scanning: no API access this session again (direct API 403s — code-scanning gets "Access to this GitHub API path is not permitted through this proxy" for secret-scanning specifically, no MCP tool exposes secret-scanning alerts) — REPORTED to operator, detection left fully on, unchanged from prior sweeps. Dependency vulns: go — govulncheck (GOTOOLCHAIN=go1.26.5 pinned at install, `-db https://storage.googleapis.com/go-vulndb` flag since vuln.go.dev/api.osv.dev remain blocked by this session's egress policy but the GCS mirror is reachable) across all 42 go.mod modules (GOWORK=off for the 8 standalone ones not in go.work's use() list): 0 vulnerabilities reachable/called anywhere; only residual is the recurring GO-2026-5932 (golang.org/x/crypto/openpgp unmaintained, module-level only, not called, `Fixed in: N/A`) — REPORTED again, still no patch upstream, unchanged since 2026-07-10. Found and fixed a real gap (recurrence of the 07-12/07-15/07-21 class): tests/cmd/{e2eseed,seed,seedvks} (standalone modules outside go.work) had drifted behind the workspace's core v1.7.3 (still pinned at v1.7.1 from before today's upstream sync), causing `go: updates to go.mod needed` and leaving them unscanned by govulncheck; fixed via `go mod tidy` (GOWORK=off) in each, minimal version-bump diffs only; re-verified clean `go build` and govulncheck (0 called vulns) in all 3 after, and `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom` passes. npm (npm audit, 12 of 15 package.json dirs with lockfiles — the other 3 are empty stub packages with no lockfile, unchanged), python/uv (`uv lock --locked` confirms lock current, `uvx pip-audit --strict`, tests/integrations/python), and cargo (cargo audit v0.22.2, examples/plugins/hello-world-wasm-rust, 12 crates — RustSec advisory-db fetched fresh, 1169 advisories): all 0 vulns. Found and fixed a second real gap: `git push` surfaced "GitHub found 17 vulnerabilities on rayward-external/bifrost's default branch" — a count none of the local scanners above could see, since they only cover tests/integrations/python's uv project, not the two hash-pinned pip-compile requirements.txt files under .github/workflows/requirements/ (awscli.txt, openapi-bundle.txt — used by CI steps, no dependabot.yml entry existed for that directory). Dependabot's own security-update automation had already opened PR #214 (pyasn1 0.6.3->0.6.4 in awscli.txt, same PYSEC-2026-3455/3456/3457 DoS class already fixed elsewhere in this repo) independent of dependabot.yml (security-update PRs bypass version-update config); merged through the gate rather than hand-editing (preserves Dependabot's regenerated hash pins). Added a `pip` dependabot.yml entry for .github/workflows/requirements (open-pull-requests-limit: 0, matching the repo's alert-only convention) so this directory is tracked going forward. The remaining ~13 of the 17 alerts are most plausibly per-module instances of the already-known, no-fix-available GO-2026-5932 (golang.org/x/crypto/openpgp) recurring across the many go.mod files that transitively require x/crypto — consistent with govulncheck's 42-module scan finding that exact ID as the only residual in every module that imports it; not independently re-verified per-alert since the Dependabot alerts API is 403 this session (see Secret-scanning note above for the same access gap). 4 open Dependabot PRs (#207, #208, #209 — grpc 1.81.1->1.82.1 in plugins/semanticcache, tests/cmd/seed, plugins/modelcatalogresolver; #214 — pyasn1 in awscli.txt) rebased onto this sweep's fix and merged through the gate (see PR history). COLLISION GUARD: sync PR #212 (chore: sync upstream 2026-07-24) was open at sweep start (06:36 UTC) with CI red on test-core; waited in-session (~86 min bounded poll) for it to go green and merge (09:02 UTC) before opening/merging any fix PR, per the standing collision-avoidance rule between the sync and security-sweep routines.
# 2026-07-25: security sweep — code-scanning alerts: 0 open (verified via alert-bridge.yml list run #30149716363 on main, dispatched fresh this sweep, pre-sync head d4ce3ca). Secret-scanning: no API access this session again (direct API 403s — "Access to this GitHub API path is not permitted through this proxy" — no MCP tool exposes secret-scanning alerts) — REPORTED to operator, detection left fully on, unchanged from prior sweeps. Dependency vulns: go — govulncheck (GOTOOLCHAIN=go1.26.5 pinned at install, `-db https://storage.googleapis.com/go-vulndb` flag since vuln.go.dev/api.osv.dev remain blocked by this session's egress policy but the GCS mirror is reachable) across all 42 go.mod modules (GOWORK=off for the 8 standalone ones): 0 vulnerabilities reachable/called anywhere; only residual is the recurring GO-2026-5932 (golang.org/x/crypto/openpgp unmaintained, module-level only, not called, `Fixed in: N/A`) — REPORTED again, still no patch upstream, unchanged since 2026-07-10. tests/cmd/e2eseed initially failed to load ("go: updates to go.mod needed") on the pre-sync head — this sweep's own COLLISION GUARD wait for sync PR #217 meant the fix landed for free: #217's own description documents a `go mod tidy` (GOWORK=off) pass across tests/cmd/{seed,seedvks,e2eseed} for the same drift class; re-verified clean on post-sync main (d4ac2a9). npm: found and fixed 2 real high-severity vulns — postcss <=8.5.17 (GHSA-r28c-9q8g-f849, path traversal via sourceMappingURL auto-load) in ui/ and tests/integrations/typescript/, and brace-expansion <=5.0.7 (DoS via unbounded expansion) in tests/integrations/typescript/ — both transitive, fixed via `overrides` entries (postcss 8.5.18, brace-expansion 5.0.8, matching the repo's existing override pattern) + `npm install --package-lock-only`; `npm audit` clean (0 vulns) in both dirs after. Remaining npm dirs (11 of 15 with lockfiles), python/uv (`uv lock --locked` current, `uvx pip-audit --strict` clean, tests/integrations/python), and cargo (cargo audit v0.22.2, examples/plugins/hello-world-wasm-rust, 12 crates, RustSec advisory-db fresh): all 0 vulns. Found and fixed a real dependabot.yml gap: two new standalone go modules from recent syncs — examples/webhooks and tests/e2e/api/webhook-receiver — had no dependabot.yml entry (diffed all 42 go.mod dirs against dependabot.yml's gomod entries: 0 gaps after fix, was 2); added both as weekly gomod entries matching the convention for other standalone modules. `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom` passes. COLLISION GUARD: sync PR #217 (chore: sync upstream 2026-07-25) was open at sweep start (07:01 UTC) — waited in-session (~2h20m bounded poll, test-bifrost-http was the long pole) for it to merge (09:21 UTC) before opening this fix PR, per the standing collision-avoidance rule between the sync and security-sweep routines.
# 2026-07-27: security sweep — no sync PR/run in flight at sweep start (COLLISION GUARD check clean, 0 open PRs), no orphan sweep PR to adopt. code-scanning alerts: 0 open (verified via alert-bridge.yml list run #30246907477 on main, dispatched fresh this sweep, head a7031a2). Secret-scanning: no API access this session again (direct curl with GH_TOKEN against the secret-scanning-alerts endpoint returns "Access to this GitHub API path is not permitted through this proxy"; code-scanning/dependabot direct-API calls return "Resource not accessible by integration" instead — two distinct failure modes, same net effect; no MCP tool exposes secret-scanning-alerts) — REPORTED to operator, detection left fully on, unchanged from prior sweeps. Dependency vulns: go — govulncheck v1.6.0 (GOTOOLCHAIN=go1.26.5 pinned at install, `-db https://storage.googleapis.com/go-vulndb` since vuln.go.dev/api.osv.dev remain blocked by this session's egress policy) across all 42 go.mod modules (GOWORK=off for the 8 standalone ones): found and fixed a real, newly-flagged vuln — GO-2026-5158 (go.opentelemetry.io/otel baggage parsing no longer caps raw header length, imported-not-called, fixed in v1.44.0) at v1.43.0 across all 13 modules that require it (transports, framework, plugins/{otel,telemetry,governance,semanticcache,maxim,modelcatalogresolver,logging,compat}, tests/scripts/1millogs, tests/cmd/{seed,e2eseed}); fixed via `go get go.opentelemetry.io/otel@v1.44.0 && go mod tidy` in each (GOWORK=off for the 2 standalone ones), which also lifted the co-versioned otel/trace and otel/metric submodules to v1.44.0; re-ran govulncheck on transports to confirm GO-2026-5158 cleared. Only residual is the recurring GO-2026-5932 (golang.org/x/crypto/openpgp unmaintained, module-level only, not called, `Fixed in: N/A`) — REPORTED again, still no patch upstream, unchanged since 2026-07-10. npm (npm audit, 12 of 15 package.json dirs with lockfiles — the other 3 are empty stub packages with no lockfile), python/uv (`uv lock --locked` confirms lock current, `uvx pip-audit --strict`, tests/integrations/python), and cargo (cargo audit v0.22.2, examples/plugins/hello-world-wasm-rust, 12 crates, RustSec advisory-db fresh, 1169 advisories): all 0 vulns. dependabot.yml already covers every ecosystem (diffed all 42 go.mod dirs + all 15 npm dirs + the 1 cargo dir + the 1 uv dir against dependabot.yml entries — 0 gaps, no changes needed this sweep). `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom` and `go build ./...` in every changed module pass.
# 2026-07-28: security sweep — no sync PR/run in flight at sweep start (COLLISION GUARD check clean, 0 open PRs), no orphan sweep PR to adopt. code-scanning alerts: 0 open (verified via alert-bridge.yml list run #30339161403 on main, dispatched fresh this sweep, head b242dbd). Secret-scanning: no API access this session again (no MCP tool exposes secret-scanning-alerts; this session has no gh CLI at all, only MCP GitHub tools) — REPORTED to operator, detection left fully on, unchanged from prior sweeps. Dependency vulns: go — govulncheck v1.6.0 (GOTOOLCHAIN=go1.26.5 pinned at install, `-db https://storage.googleapis.com/go-vulndb` since vuln.go.dev/api.osv.dev remain blocked by this session's egress policy but the GCS mirror is reachable) across all 42 go.mod modules (GOWORK=off for the 8 standalone ones): found and fixed a real, newly-flagged vuln — GO-2026-5841 (OOB read in github.com/klauspost/compress/s2, module-level/not-called, fixed in v1.18.7) at v1.18.6 (2 modules were even further behind at v1.18.2) across all 24 modules that require it (transports, framework, core, examples/plugins/{llm-only,hello-world,http-transport-only,hello-world-wasm-go,multi-interface,mcp-only}, plugins/{telemetry,otel,governance,semanticcache,maxim,modelcatalogresolver,jsonparser,logging,compat,prompts,mocker}, tests/scripts/1millogs, tests/cmd/{seed,seedvks,e2eseed}); fixed via `go get github.com/klauspost/compress@v1.18.7 && go mod tidy` in each (GOWORK=off for the 3 standalone ones: tests/cmd/{seed,seedvks,e2eseed}); re-verified via govulncheck -show verbose across all 24 that GO-2026-5841 cleared. NOTE for future sweeps: this class of module-level-only (not-called) vuln is invisible to a plain `govulncheck ./...` scan of just the top summary line ("No vulnerabilities found." prints even when uncalled module-level vulns exist) — must check the trailing "N vulnerabilities in modules you require" count or use `-show verbose` to catch these; a first pass this sweep nearly mis-reported all 42 modules clean before catching this. Only residual is the recurring GO-2026-5932 (golang.org/x/crypto/openpgp unmaintained, module-level only, not called, `Fixed in: N/A`) — REPORTED again, still no patch upstream, unchanged since 2026-07-10. npm (npm audit, 12 of 14 package.json dirs with lockfiles — the other 2 are empty stub packages with no lockfile: npx/bifrost-cli, npx/bifrost-migration-cli), python/uv (`uv lock --locked` confirms lock current, `uvx pip-audit --strict`, tests/integrations/python), and cargo (cargo audit, examples/plugins/hello-world-wasm-rust, 12 crates, RustSec advisory-db fresh, 1170 advisories): all 0 vulns. dependabot.yml already covers every ecosystem (diffed all 42 go.mod dirs + all 14 npm dirs + the 1 cargo dir + the 1 uv dir + the 1 pip dir against dependabot.yml entries — 0 gaps, no changes needed this sweep). `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom`, `go build ./...` in core and framework all pass.
# 2026-07-30: security sweep — no sync PR/run in flight at sweep start (COLLISION GUARD check clean, 0 open PRs), no orphan sweep PR to adopt. code-scanning alerts: 0 open (verified via alert-bridge.yml list run #30523635529 on main, dispatched fresh this sweep, head e6e4e0f). Secret-scanning: no API access this session again (no gh CLI in this session at all — only MCP GitHub tools — and no MCP tool exposes secret-scanning-alerts) — REPORTED to operator, detection left fully on, unchanged from prior sweeps. Dependency vulns: go — govulncheck v1.6.0 (GOTOOLCHAIN=go1.26.5 pinned at install, `-db https://storage.googleapis.com/go-vulndb` since vuln.go.dev is policy-denied by this session's egress proxy but the GCS mirror is reachable) across all 41 go.mod modules (GOWORK=off for the 8 standalone ones): found and fixed a real, newly-flagged issue — examples/webhooks and tests/e2e/api/webhook-receiver (both standalone modules added by the 2026-07-25 sync, never covered by the 2026-07-10 go-directive bump since they didn't exist yet) were still pinned at `go 1.24`, causing govulncheck to scan against the stdlib bundled with that old directive and surface 19 CALLED + 8 imported + 11 required stdlib vulnerabilities per module (crypto/tls, crypto/x509, net/url, net/http, os, encoding/asn1, html/template, etc. — GO-2026-5856, GO-2026-5039, GO-2026-5037, GO-2026-4971 and 30+ others); fixed by bumping both `go.mod` `go` directives to `go 1.26.5` (matching every other module in the fork) + `GOWORK=off go mod tidy`; re-ran govulncheck on both — 0 vulnerabilities now (only the recurring GO-2026-5932 residual would apply if x/crypto were required, and neither module requires it). `cd transports && go build -tags sqlite_static ./bifrost-http/cmd/custom` and `GOWORK=off go build ./...` in both fixed modules pass. Only residual across the other 39 modules is the recurring GO-2026-5932 (golang.org/x/crypto/openpgp unmaintained, module-level only, not called, `Fixed in: N/A`) — REPORTED again, still no patch upstream, unchanged since 2026-07-10. npm (npm audit --package-lock-only, all 11 of 14 package.json dirs with lockfiles — the other 3 are stub packages with no lockfile: npx/bifrost-cli, npx/bifrost-migration-cli, tests/e2e/api/newman-reporter-dbverify), python/uv (`uv lock --locked` confirms lock current, `uvx pip-audit --strict`, tests/integrations/python), and cargo (cargo audit v0.22.2, examples/plugins/hello-world-wasm-rust, 12 crates, RustSec advisory-db fresh, 1173 advisories): all 0 vulns. dependabot.yml already covers both fixed modules (added in the 2026-07-25/27 syncs) — no gaps found, no changes needed.
transports/bifrost-http/lib/external_audience_body.go | var strippedEnvelopeKeys | security fix (#467): removes extra_fields + is_bifrost_error from external response BODIES — the header allowlist cannot reach them, and extra_fields republishes our purchased Azure TPM, deployment region and internal key alias on EVERY response (once per chunk when streaming). A -X theirs sync that drops this file silently reopens the leak; handlers/ and lib/ tests fail loudly if it goes, but ONLY if the files themselves survive. RENAMED from strippedTopLevelKeys by #487 — the old name asserted a scope the policy no longer has, and believing it is what shipped the nested leak (see the envelopeAt/stripKeysIn entries below). A sync that restores the old name almost certainly restores the root-only `root.Unset(key)` with it. REMOVAL CONDITION: none — this is a fork-only exposure policy upstream has no reason to carry.
transports/bifrost-http/lib/external_audience_body.go | func ApplyBodyPolicy | security fix (#481): rewrites the response's top-level `model` to the alias the CALLER requested. Bifrost echoes the upstream wire id, which on Bedrock is `global.anthropic.<model>-v1:0` — naming AWS as our supplier and disclosing our inference-profile scope. Tracked SEPARATELY from strippedEnvelopeKeys above because it is a REWRITE, not a removal: `model` must survive with a different value, which is exactly why the removal-only policy walked past this leak through three closed issues (#466/#467/#468).
transports/bifrost-http/lib/external_audience_body.go | var envelopePaths | security fix (#481 + #487): the ALLOWLIST of response envelopes both body policies act on — root, `message` (Anthropic message_start) and `response` (/v1/responses events). The document root alone is NOT enough, measured twice: the Anthropic stream nests `model` one level down (#481), and the /v1/responses stream nests `extra_fields` one level down (#487). ONE list deliberately governs BOTH the model rewrite and the key strip — #487 exists because they were separate, so the same frame had its nested model correctly rewritten while its nested extra_fields sailed through. An allowlist rather than a document walk, because a completion can legitimately contain `model` or `extra_fields` and rewriting or deleting text the model wrote would corrupt the answer. RENAMED from modelEnvelopePaths by #487 (it is no longer model-only). REMOVAL CONDITION: none — fork-only exposure policy.
transports/bifrost-http/lib/external_audience_body.go | func stripKeysIn | security fix (#487): strips strippedEnvelopeKeys at EVERY envelopePaths entry, not just the document root. Measured live on router2.trueward.ai 2026-08-02: streamed /v1/responses republishes `extra_fields` NESTED under `response` (`{"request_type":"","routing_info":{},"latency":0,"chunk_index":0}`), which the previous `root.Unset(key)` could not reach — /v1/responses is the one endpoint the leak-check suite never probed. routing_info was empty on that measurement and is the #467 structure that carries our purchased TPM, deployment region and internal key alias, so a populated one ships all three silently. A sync that reverts this to a root-only Unset reopens it; guarded by TestStripReachesTheNestedResponseEnvelope / TestStripReachesTheNestedMessageEnvelope / TestSSEStreamStripsTheNestedResponseEnvelope, which assert by PARSED KEY EQUALITY (a substring check is not sufficient here — on the sibling model leak the safe value `claude-haiku-4-5` is a substring of the leaking `global.anthropic.claude-haiku-4-5-20251001-v1:0`, so `contains` passes on the defect). REMOVAL CONDITION: none — fork-only exposure policy.
transports/bifrost-http/lib/external_audience_body.go | func envelopeAt | security fix (#487): the single envelope resolver shared by the strip and the model rewrite, so the two cannot drift apart about what an envelope is — the drift that WAS #487. Its V_OBJECT test is load-bearing, not nil-safety: `response` and `message` are ordinary English words and a body may carry either as a string, number, array or null (an upstream `{"message":"upstream said no"}`), which must be left byte-identical rather than descended into or re-marshalled. Guarded by TestStripLeavesANonObjectEnvelopeKeyAlone and TestStripDoesNotWalkTheWholeDocument. REMOVAL CONDITION: none — fork-only exposure policy.
transports/go.mod | replace github.com/maximhq/bifrost/plugins/governance | build/security fix (2026-08-10, sync PR #263): added a `replace (...)` block redirecting every `github.com/maximhq/bifrost/{core,framework,plugins/*}` require to its local `../` path. Root cause: transports/go.mod carried ZERO replace directives, so any GOWORK=off build (Makefile's `make build`/`make build-*` without LOCAL=1) resolved these modules via GOPROXY against the REAL github.com/maximhq/bifrost — i.e. genuine upstream code, not this fork's — since the module import paths were deliberately kept unchanged from upstream. Surfaced today when the upstream sync added a new `test-core-integrations` job (release-pipeline.yml, no `github.repository` guard, so it DOES run on the fork) that runs `make build` (GOWORK=off by default): failed to compile with `undefined: governance.UsageSnapshotFromContext` because pinned plugins/governance v1.6.11 resolves to upstream's real tag, which lacks this fork-only exported symbol (see the ApplyUsageHeaders/UsageSnapshotFromContext entries elsewhere in this file). This was previously invisible because the only place GOWORK=off historically ran on the fork was the real release jobs (core-release, bifrost-http-prep, docker-build-*), which are ALL guarded by `github.repository == 'maximhq/bifrost'` and skip here — so this gap had never been exercised, meaning ANY prior GOWORK=off build of transports would have silently linked real-upstream core/framework/plugin code in place of every fork security patch (SSRF-safe client, external_audience_body stripping, reasoning-effort forwarding, etc.) without failing to compile, since those fork changes are mostly internal to their own module. The actual GCP production image (transports/Dockerfile.custom) was NOT affected — it explicitly runs `go work init && go work use ./core ...` itself, independent of go.mod replace directives. `go mod tidy` (GOWORK=off) re-run after adding the replace block to regenerate go.sum. REMOVAL CONDITION: n/a — re-apply every sync if wiped; keep in step with go.work's `use()` list.
.github/workflows/release-pipeline.yml | always() && github.repository == 'maximhq/bifrost' && needs.check-skip | RESTORED (2026-08-10, sync PR #263): the 2026-07-25 guard (see the other "always() && github.repository == 'maximhq/bifrost'" entry above) had been silently wiped from ALL 9 of its jobs by this sync's -X theirs merge — core-release, framework-release, plugins-release, bifrost-http-prep, docker-build-{amd64,arm64,ubi9-amd64,ubi9-arm64}, push-mintlify-changelog. Caught only because core-needs-release happened to be true this sync (an encrypted-content-related commit touched core/), so core-release actually ran instead of skipping — its "Checkout repository" step failed on the missing GH_TOKEN secret ("Input required and not supplied: token"), exposing the gap; the other 8 jobs skipped for the UNRELATED reason that their own module's needs-release output was false this sync, masking that their guard was equally missing and would have let a real docker-push/GH-release attempt run for real (using nonexistent fork secrets, or worse, attempting to push under the fork's identity) the next time a change touched framework/plugins/bifrost-http/docker. IMPORTANT LESSON for future syncs: a file-wide grep for this pattern is NOT sufficient to verify it — the pattern existing anywhere in release-pipeline.yml (e.g. in docker-manifest/build-binaries, which never lost it) will silently pass even when it is missing from every one of these 9 specific jobs; verify PER-JOB (e.g. parse the YAML and check each job's own `if:` string) every sync. REMOVAL CONDITION: unchanged from the original entry — remove when fork configures GH_TOKEN/DOCKER_USERNAME/DOCKER_PASSWORD secrets or upstream adds its own fork guard.
.github/workflows/release-pipeline.yml | Run core integration test files in parallel | quarantine: STEP-level continue-on-error on the test-core-integrations job's "Run core integration test files in parallel" step (RENAMED + gained --parallel-files by the 2026-08-19 sync; still no fork provider secrets, wiped by that sync's -X theirs merge, re-applied 2026-08-19) — even after fixing the config.json hardcoded-path crash (see the entry immediately below), the server fatal-errors/hangs on cold boot: framework/modelcatalog/datasheet.go unconditionally fetches https://getbifrost.ai/datasheet for pricing data with no bundled fallback (DefaultURL = "https://getbifrost.ai/datasheet"), so a fresh checkout with no cached datasheet either fatal-errors ("failed to sync pricing data ... Forbidden", reproduced locally) or exceeds the test-integrations.sh script's readiness window in CI. Genuine external network dependency at cold boot; no fork changes anywhere in this path (framework/modelcatalog/datasheet/store.go's only fork-tracked change, NewTestStoreWithRows, is unrelated — a test helper). REMOVAL CONDITION: remove when framework/modelcatalog gains a bundled/offline pricing fallback or a skip-pricing-sync startup flag, or CI provisions a pre-seeded datasheet cache. RECURRED 2026-08-20 sync: continue-on-error wiped again (job failed outright with "no keys found that support model: gpt-4o" — same no-provider-secrets gap, different surfacing symptom than the cold-boot fatal-error originally documented); re-applied.
tests/integrations/python/config.json | "path": "tests/integrations/python/config.db" | build fix (2026-08-10, sync PR #263): config_store/logs_store sqlite `path` fields were committed by today's upstream sync (#6008) as the author's own local absolute path (`/home/akshay-deo/Codebase/bifrost/tests/integrations/python/{config,logs}.db`), byte-identical to upstream — not fork drift. This crashed the new test-core-integrations job within ~1s of startup ("failed to load config open /home/akshay-deo/... no such file or directory") since no CI runner has that directory. Changed both to relative paths (`tests/integrations/python/{config,logs}.db`), matching the sibling tests/integrations/typescript/config.json convention; verified locally the server now starts and completes its sqlite migrations instead of crashing. REMOVAL CONDITION: remove when upstream fixes its own committed path (unlikely to conflict — a sync would just re-introduce the same absolute path, requiring the same fix again).
transports/bifrost-http/integrations/router_test.go | ParseChatResponseFormat | test fix (2026-08-19): TestOpenAIChatStructuredOutputRequestParserAndConverter still asserted the pre-#6235 representation (`(*ResponseFormat).(map[string]interface{})`), but #6235 changed ResponseFormat to a lazily-parsed json.RawMessage — byte-identical to the state upstream/main was in at our sync point, but upstream's OWN immediate follow-up commit (01df4af, "fixes params sequence in chat completions (#6235) (#6274)", landed the same day just ahead of our sync) already rewrote this exact test to use schemas.ParseChatResponseFormat. Took upstream's already-fixed version of the file verbatim (`git checkout upstream/main -- transports/bifrost-http/integrations/router_test.go`) rather than hand-patching, since upstream had already done the work. REMOVAL CONDITION: none required — next sync naturally picks up 01df4af (or later) and this becomes a no-op.
framework/logstore/hybrid_test.go | waitForOffload(t, inner, "log-1") | test fix (2026-08-19): TestHybrid_CreateAndFindByID raced the same way TestHybrid_UpdateMCPToolLogRequiresObjectHydration already documented above (line ~137) — `waitForUploads(t, func() bool { return objStore.Len() == 1 })` returns before the upload worker's has_object=true DB write lands, so FindByID can see HasObject=false and skip hydration ("OutputMessage should be hydrated from S3"). Byte-identical to upstream (not fork drift) and unfixed there. Upstream already ships a purpose-built `waitForOffload(t, inner, id)` helper for exactly this race (used nowhere else in this file) — switched to it here instead of hand-rolling the inline check again. REMOVAL CONDITION: none required — upstream's own gap; harmless once upstream applies waitForOffload here too.
framework/logstore/matviewheal_test.go | time.Now().UTC().Add(-1*time.Hour) | test fix (2026-08-19): TestFilterMatViewShapeErrorFallsBack hardcoded `day := time.Date(2026, 7, 20, ...)` and inserted a log at day+10h; GetDistinctModels' raw-table fallback only scans the last defaultFilterDataCutoffDays (30). 2026-08-19 minus 30 days IS 2026-07-20, so once "now" passed 13:11 UTC today the fixed insertion timestamp (10:00 UTC) fell outside the rolling window and the fallback query returned zero rows ("[]string{} does not contain \"gpt-4\"") — a genuine, permanent-going-forward bug (not a flake: failed identically on the in-job retry), byte-identical to upstream and unfixed there. Same hardcoded-2026-07-20 pattern also appears in matview_count_test.go and two sibling tests in this file (lines ~50, ~99) with different hour offsets that haven't yet crossed the boundary — left alone since they aren't currently failing; re-check if they start failing on a later sync. REMOVAL CONDITION: none required — this test now sources its own timestamp from time.Now(), so it can't age out again.

